lat,long
33.933193534612656,-84.33222681283951
33.96546855568886,-84.35931712388992
33.889049738645554,-84.31091398000717
33.93313452601433,-84.33226972818375
33.93033429980278,-84.28306192159653
33.923626095056534,-84.30497020483017
33.02522286772728,-96.9029626250267
33.062543123960495,-96.9115886092186
33.0630125105381,-96.91226452589035
33.03183987736702,-96.87035232782364
33.037418872117996,-96.83004945516586
33.0103500187397,-96.79691880941391
33.02281692624092,-96.8305054306984
33.16102311015129,-96.92365318536758
33.05714651942253,-96.89749628305435
33.02522286772728,-96.9029626250267
33.0014531314373,-96.82774811983109
33.058195263147354,-96.81538850069046
33.0103500187397,-96.79691880941391
33.028986006975174,-96.82717949151993
33.05675491690636,-96.81615024805069
33.046798557043076,-96.85647994279861
33.160306960344315,-96.92295044660568
33.09481009840965,-96.9145604968071
33.00762489438057,-96.82950228452682
32.99899622797966,-96.91571921110153
32.99921616911888,-96.91561192274094
33.031185418367386,-96.87121599912643
33.0585090816021,-96.84544533491135
33.03056851029396,-96.86993926763535
33.100528568029404,-96.86302453279495
33.10053393244743,-96.86299234628677
33.05834010243416,-96.84581011533737
27.9804490506649,-82.53386467695236
27.97949954867363,-82.53388613462448
27.831516712903976,-82.64026790857315
27.989244014024734,-82.51321166753769
27.98321172595024,-82.54827350378036
28.104721158742905,-82.5004443526268
27.99381449818611,-82.50874310731888
28.124067932367325,-82.50195175409317
28.18372830748558,-82.4671259522438
28.055108338594437,-82.50425845384598
28.064807206392288,-82.5082066655159
28.05525317788124,-82.50452667474747
39.75227817893028,-105.00264376401901
39.702686816453934,-105.07497757673264
39.84237626194954,-105.01013785600662
39.70244809985161,-105.0749883055687
39.73285898566246,-105.08790582418442
39.67341586947441,-105.08640915155411
39.71821948885918,-104.95626837015152
39.75858137011528,-105.03371983766556
39.67341586947441,-105.08640915155411
39.68962714076042,-105.07860392332077
39.69805732369423,-104.952212870121
39.75858137011528,-105.03371983766556
39.69957277178764,-104.9498900771141
32.82830849289894,-96.84549361467361
32.577878683805466,-96.85409277677536
35.07798716425896,-85.18442898988724
35.12324407696724,-85.13000160455704
35.1150606572628,-85.1297977566719
35.115079432725906,-85.12976557016373
35.08661314845085,-85.13352066278458
35.06533786654472,-85.08738666772842
35.12229457497597,-85.16431242227554
35.04701837897301,-85.16303569078445
35.03709152340889,-85.19675105810165
35.4582305252552,-84.60675090551376
34.82025906443596,-86.4936688542366
34.876306504011154,-86.45320504903793
34.764946550130844,-86.5934094786644
34.77717474102974,-86.6009572148323
34.76504847407341,-86.59359186887741
34.619871228933334,-86.54725939035416
35.5358000099659,-97.56677180528641
35.53547814488411,-97.62178927659988
35.53547814488411,-97.62178927659988
35.50819739699364,-97.62890785932541
35.541741102933884,-97.56285041570663
35.547486394643784,-97.56866008043289
36.14451125264168,-115.15521794557571
36.14197388291359,-115.15507310628891
32.74813458323479,-97.21645921468735
32.78281822800636,-97.06283301115036
32.71188721060753,-97.25465387105942
32.738856822252274,-97.23177462816238
32.626319378614426,-97.35135823488235
32.73207888007164,-97.28053718805313
32.71123006939888,-97.35170692205429
32.67722770571709,-97.3607137799263
32.67005816102028,-97.42228120565414
32.728181630373,-97.4155542254448
32.69445016980171,-97.42076307535172
32.73654207587242,-97.56677180528641
31.118022054433823,-97.8828701376915
31.090092211961746,-97.72885769605637
31.123378425836563,-97.69168227910995
30.58477744460106,-97.87207692861557
31.08273223042488,-97.7865144610405
31.07903614640236,-97.81153947114944
30.523397773504257,-97.83435434103012
30.496961921453476,-97.92106479406357
31.090304106473923,-97.72826761007309
31.09173908829689,-97.74972528219223
31.118834763765335,-97.87158876657486
31.107172518968582,-97.89406567811966
31.10948458313942,-97.89197355508804
31.118872314691544,-97.87105232477188
31.145383268594742,-97.95747846364975
31.082718819379807,-97.78654128313065
31.096368581056595,-97.79197007417679
31.118759661912918,-97.87165850400925
31.145402044057846,-97.91187554597855
31.118807941675186,-97.87158340215683
31.117163747549057,-97.8295049071312
31.118746250867844,-97.87162631750107
31.11779674887657,-97.8947040438652
31.117909401655197,-97.92608588933945
31.12059161067009,-97.86569327116013
31.130918115377426,-97.89399057626724
31.118802577257156,-97.87160485982895
31.12245574593544,-97.94045180082321
31.113910228013992,-97.89421051740646
31.089550405740738,-97.72827297449112
31.132374554872513,-97.69997030496597
31.08272686600685,-97.78654664754868
31.09721079468727,-97.79742568731308
25.954005271196365,-80.22480458021164
25.932000428438187,-80.26030093431473
37.53254368901253,-77.53229588270187
37.47468039393425,-77.46463984251022
28.12155470252037,-82.36929506063461
28.099748343229294,-82.38583892583847
41.87478259205818,-87.62752443552017
41.870678812265396,-87.62656420469284
41.8843849003315,-87.62790530920029
29.119494706392288,-82.10371345281601
29.119475930929184,-82.10375636816025
40.82962229847908,-81.39447838068008
40.816112011671066,-81.3854232430458
40.83186462521553,-81.38800889253616
40.83836629986763,-81.37009710073471
39.50804963707924,-119.77531760931015
39.49716791510582,-119.80115801095963
39.50804427266121,-119.77515131235123
39.61893752217293,-119.7703555226326
41.760558038949966,-87.58689433336258
35.10523572564125,-80.98614424467087
35.22355869412422,-80.8483162522316
34.149218648672104,-117.2299012541771
34.17987897992134,-117.3238804936409
40.34718677401543,-76.39147192239761
40.37110939621925,-76.30290001630783
28.336748331785202,-81.58806949853897
28.404771834611893,-81.57884806394577
31.083260625600815,-97.75909692049026
31.089550405740738,-97.72827297449112
31.08834072947502,-97.69775480031967
31.11881598830223,-97.87161022424698
31.11822322010994,-97.91359752416611
42.326643615961075,-83.30201178789139
42.271805852651596,-83.30952197313309
43.03148791193962,-74.34122890233994
43.02296653389931,-74.45769041776657
43.031664937734604,-74.34135228395462
42.96583279967308,-74.34397011995316
43.03148791193962,-74.34114843606949
43.01310941576958,-74.38386529684067
43.03155764937401,-74.34116452932358
42.955967634916306,-74.36705321073532
43.03165152668953,-74.34124499559402
43.065568059682846,-74.37531441450119
42.96445146203041,-74.18457180261612
42.96444073319435,-74.18470591306686
43.03208068013191,-74.34332102537155
43.00236448645592,-74.36500400304794
42.96449437737465,-74.18472737073898
42.96020284295082,-74.23942297697067
43.03181245923042,-74.3419799208641
43.02693352103233,-74.30402129888535
30.38523182272911,-95.65090209245682
30.38772627711296,-95.66672176122665
30.210719257593155,-95.45968741178513
30.294980853796005,-95.4694452881813
30.38515403866768,-95.65101474523544
30.352001935243607,-95.59299856424332
30.385162085294724,-95.65087527036667
30.377812832593918,-95.6487026810646
30.38510575890541,-95.65096110105515
30.37773236632347,-95.64857393503189
30.188309401273727,-95.45027285814285
30.081935673952103,-95.34293621778488
30.374937504529953,-95.62234729528427
30.341026335954666,-95.56778579950333
30.210901647806168,-95.45958012342453
30.23367092013359,-95.50031214952469
35.44031873345375,-80.60716420412064
35.436587780714035,-80.60286194086075
35.43323501944542,-80.60390263795853
35.42312577366829,-80.59172540903091
35.40621176362038,-80.6199100613594
35.38033112883568,-80.58034747838974
35.3958959877491,-80.61057060956955
35.43130114674568,-80.61355322599411
35.42496845126152,-80.59417694807053
35.44202730059624,-80.68076401948929
30.385196954011917,-95.65102010965347
30.393906086683273,-95.60721427202225
35.442469865083694,-80.59990614652634
35.40991052985191,-80.64207047224045
35.442354530096054,-80.60833901166916
35.48519477248192,-80.60236304998398
30.38521036505699,-95.65095573663712
30.357857197523117,-95.73354095220566
